Infinite-ISP Performance & Accuracy Analysis Report
====================================================

Dataset: Mediatek RAW -> Fujifilm Ground Truth
Number of images: 2417
Total Processing Time: 1104.0592 seconds
Average Time Per Image: 0.4568 seconds
Overall FPS: 2.19 Frames/Second
Average PSNR: 20.8483 dB
Average SSIM: 0.765946

Individual Results:
Filename             | Time(s) | FPS | PSNR(dB) | SSIM
2173.png             | 0.4365 | 2.29 | 20.01 | 0.8646
21733.png            | 0.4430 | 2.26 | 24.73 | 0.7579
21737.png            | 0.4379 | 2.28 | 19.57 | 0.6618
21738.png            | 0.4458 | 2.24 | 17.00 | 0.7202
21740.png            | 0.4364 | 2.29 | 17.15 | 0.8181
21754.png            | 0.4388 | 2.28 | 18.54 | 0.7612
2176.png             | 0.4421 | 2.26 | 22.90 | 0.7470
21778.png            | 0.4459 | 2.24 | 16.44 | 0.8019
21787.png            | 0.4430 | 2.26 | 15.30 | 0.8456
21791.png            | 0.4369 | 2.29 | 18.58 | 0.7182
21801.png            | 0.4366 | 2.29 | 24.98 | 0.5653
21808.png            | 0.4336 | 2.31 | 15.48 | 0.5332
21838.png            | 0.4409 | 2.27 | 11.88 | 0.3661
21852.png            | 0.4317 | 2.32 | 27.92 | 0.9099
21857.png            | 0.4387 | 2.28 | 23.54 | 0.8651
21867.png            | 0.4305 | 2.32 | 23.44 | 0.9656
21900.png            | 0.4411 | 2.27 | 17.87 | 0.8649
21905.png            | 0.4367 | 2.29 | 19.24 | 0.6653
21911.png            | 0.4427 | 2.26 | 17.14 | 0.5656
21921.png            | 0.4447 | 2.25 | 19.35 | 0.4001
21931.png            | 0.4444 | 2.25 | 15.92 | 0.5744
21932.png            | 0.4373 | 2.29 | 24.08 | 0.7678
21951.png            | 0.4346 | 2.30 | 19.67 | 0.9442
21955.png            | 0.4331 | 2.31 | 26.53 | 0.9704
21961.png            | 0.4421 | 2.26 | 21.63 | 0.8516
21966.png            | 0.4430 | 2.26 | 20.97 | 0.6999
21968.png            | 0.4466 | 2.24 | 18.26 | 0.6802
21978.png            | 0.4403 | 2.27 | 19.03 | 0.5437
21986.png            | 0.4396 | 2.27 | 21.28 | 0.5891
21998.png            | 0.4426 | 2.26 | 15.60 | 0.7118
2200.png             | 0.4357 | 2.29 | 26.94 | 0.7771
22005.png            | 0.4427 | 2.26 | 24.09 | 0.6361
22010.png            | 0.4412 | 2.27 | 28.25 | 0.6916
22012.png            | 0.4410 | 2.27 | 28.88 | 0.6892
22019.png            | 0.4363 | 2.29 | 21.82 | 0.7393
22029.png            | 0.4489 | 2.23 | 27.24 | 0.8566
22031.png            | 0.4468 | 2.24 | 21.40 | 0.7399
22064.png            | 0.4421 | 2.26 | 20.94 | 0.6536
22069.png            | 0.4330 | 2.31 | 28.31 | 0.8849
22092.png            | 0.4371 | 2.29 | 23.37 | 0.7220
22093.png            | 0.4378 | 2.28 | 14.29 | 0.5879
22094.png            | 0.4413 | 2.27 | 25.54 | 0.7811
22097.png            | 0.4384 | 2.28 | 17.25 | 0.6655
22109.png            | 0.4409 | 2.27 | 16.67 | 0.7285
22115.png            | 0.4422 | 2.26 | 19.02 | 0.7371
22121.png            | 0.4353 | 2.30 | 25.02 | 0.6444
22132.png            | 0.4336 | 2.31 | 23.40 | 0.6338
22137.png            | 0.4395 | 2.28 | 24.31 | 0.8694
22138.png            | 0.4358 | 2.29 | 27.62 | 0.8558
22142.png            | 0.4426 | 2.26 | 15.49 | 0.9252
22153.png            | 0.4483 | 2.23 | 14.28 | 0.9341
22168.png            | 0.4319 | 2.32 | 27.75 | 0.8412
22170.png            | 0.4381 | 2.28 | 16.21 | 0.6664
22172.png            | 0.4398 | 2.27 | 18.42 | 0.6514
22205.png            | 0.4399 | 2.27 | 30.22 | 0.6911
22213.png            | 0.4395 | 2.28 | 19.34 | 0.7355
22214.png            | 0.4468 | 2.24 | 21.13 | 0.8135
22218.png            | 0.4441 | 2.25 | 21.16 | 0.7346
22219.png            | 0.4420 | 2.26 | 20.05 | 0.6616
22231.png            | 0.4467 | 2.24 | 31.48 | 0.6938
22232.png            | 0.4330 | 2.31 | 26.78 | 0.8473
22234.png            | 0.4376 | 2.29 | 22.49 | 0.9420
22236.png            | 0.4431 | 2.26 | 23.78 | 0.6739
22261.png            | 0.4451 | 2.25 | 20.69 | 0.8669
22270.png            | 0.4405 | 2.27 | 24.70 | 0.7554
22281.png            | 0.4384 | 2.28 | 31.89 | 0.8722
22283.png            | 0.4464 | 2.24 | 25.70 | 0.7787
22287.png            | 0.4378 | 2.28 | 26.31 | 0.8050
22293.png            | 0.4328 | 2.31 | 26.80 | 0.8221
22306.png            | 0.4431 | 2.26 | 24.48 | 0.8655
22308.png            | 0.4376 | 2.29 | 16.10 | 0.7442
22326.png            | 0.4397 | 2.27 | 21.23 | 0.6957
22361.png            | 0.4445 | 2.25 | 24.64 | 0.6941
22382.png            | 0.4390 | 2.28 | 22.12 | 0.8182
224.png              | 0.4391 | 2.28 | 24.08 | 0.9860
22405.png            | 0.4437 | 2.25 | 30.64 | 0.8462
22416.png            | 0.4467 | 2.24 | 24.09 | 0.8191
22421.png            | 0.4430 | 2.26 | 22.96 | 0.7504
22433.png            | 0.4457 | 2.24 | 19.08 | 0.7562
22452.png            | 0.4426 | 2.26 | 19.45 | 0.8319
22455.png            | 0.4423 | 2.26 | 24.32 | 0.8594
22477.png            | 0.4438 | 2.25 | 13.06 | 0.6284
22508.png            | 0.4372 | 2.29 | 10.99 | 0.4911
22516.png            | 0.4378 | 2.28 | 14.64 | 0.3496
22519.png            | 0.4417 | 2.26 | 18.12 | 0.6310
22521.png            | 0.4405 | 2.27 | 19.75 | 0.8128
2253.png             | 0.4416 | 2.26 | 24.67 | 0.8474
22532.png            | 0.4391 | 2.28 | 19.12 | 0.9731
2254.png             | 0.4413 | 2.27 | 27.11 | 0.7778
22544.png            | 0.4435 | 2.25 | 27.39 | 0.8046
22550.png            | 0.4399 | 2.27 | 17.74 | 0.7288
22551.png            | 0.4329 | 2.31 | 21.99 | 0.7633
22552.png            | 0.4421 | 2.26 | 23.13 | 0.8051
22554.png            | 0.4413 | 2.27 | 23.24 | 0.8267
2256.png             | 0.4387 | 2.28 | 20.71 | 0.6504
22569.png            | 0.4495 | 2.22 | 23.62 | 0.8615
22583.png            | 0.4435 | 2.25 | 24.48 | 0.8508
22599.png            | 0.4438 | 2.25 | 19.21 | 0.7545
22604.png            | 0.4399 | 2.27 | 18.26 | 0.9617
22610.png            | 0.4481 | 2.23 | 21.57 | 0.9572
22612.png            | 0.4465 | 2.24 | 19.54 | 0.9399
22618.png            | 0.4496 | 2.22 | 23.51 | 0.8047
22636.png            | 0.4430 | 2.26 | 18.73 | 0.9572
2264.png             | 0.4350 | 2.30 | 20.31 | 0.6560
22640.png            | 0.4399 | 2.27 | 28.09 | 0.7400
2265.png             | 0.4391 | 2.28 | 24.86 | 0.7829
22653.png            | 0.4410 | 2.27 | 19.21 | 0.7398
22654.png            | 0.4424 | 2.26 | 27.12 | 0.6904
22663.png            | 0.4411 | 2.27 | 24.13 | 0.7454
22672.png            | 0.4363 | 2.29 | 22.65 | 0.8147
22675.png            | 0.4426 | 2.26 | 23.12 | 0.6400
22677.png            | 0.4351 | 2.30 | 20.61 | 0.7572
22685.png            | 0.4461 | 2.24 | 17.99 | 0.6639
22689.png            | 0.4426 | 2.26 | 24.94 | 0.9809
22690.png            | 0.4444 | 2.25 | 24.67 | 0.9804
22691.png            | 0.4414 | 2.27 | 24.65 | 0.9816
22696.png            | 0.4319 | 2.32 | 20.30 | 0.8481
2271.png             | 0.4406 | 2.27 | 23.18 | 0.6758
22710.png            | 0.4394 | 2.28 | 21.36 | 0.6401
22725.png            | 0.4441 | 2.25 | 21.09 | 0.7289
22737.png            | 0.4456 | 2.24 | 21.00 | 0.7308
22770.png            | 0.4287 | 2.33 | 18.85 | 0.9360
22777.png            | 0.4447 | 2.25 | 19.53 | 0.8439
22780.png            | 0.4478 | 2.23 | 22.99 | 0.6730
22789.png            | 0.4499 | 2.22 | 23.74 | 0.8313
22811.png            | 0.4454 | 2.25 | 24.01 | 0.8813
22835.png            | 0.4474 | 2.23 | 20.40 | 0.7485
2284.png             | 0.4505 | 2.22 | 26.27 | 0.7586
22843.png            | 0.4454 | 2.25 | 18.67 | 0.9706
2285.png             | 0.4391 | 2.28 | 23.20 | 0.7462
22879.png            | 0.4449 | 2.25 | 11.34 | 0.4674
22880.png            | 0.4739 | 2.11 | 15.35 | 0.9086
22884.png            | 0.4476 | 2.23 | 20.59 | 0.8672
22899.png            | 0.4470 | 2.24 | 24.69 | 0.8554
22916.png            | 0.4585 | 2.18 | 24.57 | 0.9371
22917.png            | 0.4435 | 2.25 | 20.52 | 0.9770
22920.png            | 0.4462 | 2.24 | 17.28 | 0.7204
22924.png            | 0.4563 | 2.19 | 20.56 | 0.7877
2293.png             | 0.4487 | 2.23 | 25.03 | 0.6442
22936.png            | 0.4467 | 2.24 | 20.19 | 0.7345
22939.png            | 0.4631 | 2.16 | 17.82 | 0.6962
2295.png             | 0.4515 | 2.22 | 21.03 | 0.7917
2296.png             | 0.4529 | 2.21 | 19.26 | 0.7523
22963.png            | 0.4554 | 2.20 | 24.25 | 0.9800
22965.png            | 0.4518 | 2.21 | 25.96 | 0.8923
22966.png            | 0.4525 | 2.21 | 21.29 | 0.6798
22980.png            | 0.4589 | 2.18 | 24.38 | 0.8594
22991.png            | 0.4512 | 2.22 | 17.09 | 0.7374
2300.png             | 0.4467 | 2.24 | 22.32 | 0.6075
23006.png            | 0.4495 | 2.22 | 21.31 | 0.9669
23011.png            | 0.4445 | 2.25 | 22.01 | 0.9707
23012.png            | 0.4487 | 2.23 | 25.20 | 0.9770
23021.png            | 0.4519 | 2.21 | 19.63 | 0.8292
2303.png             | 0.4533 | 2.21 | 21.81 | 0.6643
23044.png            | 0.4545 | 2.20 | 18.81 | 0.8215
23045.png            | 0.4535 | 2.20 | 18.20 | 0.8642
23049.png            | 0.4346 | 2.30 | 22.15 | 0.7611
23050.png            | 0.4495 | 2.22 | 20.23 | 0.8852
23054.png            | 0.4579 | 2.18 | 19.46 | 0.8228
23060.png            | 0.4531 | 2.21 | 19.24 | 0.8567
23067.png            | 0.4632 | 2.16 | 20.16 | 0.8560
23092.png            | 0.4480 | 2.23 | 20.62 | 0.8328
23093.png            | 0.4498 | 2.22 | 20.42 | 0.7693
23097.png            | 0.4580 | 2.18 | 15.84 | 0.8007
23127.png            | 0.4489 | 2.23 | 24.07 | 0.7163
23128.png            | 0.4496 | 2.22 | 21.18 | 0.6791
23153.png            | 0.4499 | 2.22 | 18.49 | 0.5470
23163.png            | 0.4512 | 2.22 | 18.87 | 0.8987
2318.png             | 0.4466 | 2.24 | 20.25 | 0.8256
23181.png            | 0.4476 | 2.23 | 32.49 | 0.9010
23192.png            | 0.4570 | 2.19 | 22.50 | 0.4898
23206.png            | 0.4476 | 2.23 | 14.68 | 0.7956
23223.png            | 0.4536 | 2.20 | 22.02 | 0.9175
23226.png            | 0.4517 | 2.21 | 17.31 | 0.8676
23245.png            | 0.4602 | 2.17 | 22.79 | 0.4765
23253.png            | 0.4546 | 2.20 | 25.69 | 0.7737
23255.png            | 0.4511 | 2.22 | 20.21 | 0.6348
23267.png            | 0.4606 | 2.17 | 27.09 | 0.7599
2328.png             | 0.4489 | 2.23 | 19.28 | 0.8094
23302.png            | 0.4561 | 2.19 | 20.71 | 0.6821
23325.png            | 0.4527 | 2.21 | 22.70 | 0.8768
23331.png            | 0.4612 | 2.17 | 20.88 | 0.8580
23334.png            | 0.4453 | 2.25 | 22.55 | 0.9081
23343.png            | 0.4630 | 2.16 | 15.88 | 0.8201
23351.png            | 0.4488 | 2.23 | 25.69 | 0.5391
2336.png             | 0.4545 | 2.20 | 11.54 | 0.6133
23369.png            | 0.4475 | 2.23 | 19.93 | 0.8414
23374.png            | 0.4477 | 2.23 | 20.73 | 0.7786
23377.png            | 0.4470 | 2.24 | 21.63 | 0.8862
23385.png            | 0.4530 | 2.21 | 22.51 | 0.8669
23397.png            | 0.4598 | 2.18 | 22.18 | 0.8560
23414.png            | 0.4576 | 2.19 | 19.96 | 0.7197
2342.png             | 0.4497 | 2.22 | 13.77 | 0.6430
23434.png            | 0.4514 | 2.22 | 19.97 | 0.7404
23461.png            | 0.4583 | 2.18 | 16.74 | 0.5908
23463.png            | 0.4509 | 2.22 | 15.83 | 0.6030
23464.png            | 0.4491 | 2.23 | 16.38 | 0.6660
23470.png            | 0.4622 | 2.16 | 16.66 | 0.5883
23488.png            | 0.4540 | 2.20 | 21.47 | 0.9767
23489.png            | 0.4518 | 2.21 | 21.87 | 0.9772
2350.png             | 0.4532 | 2.21 | 24.17 | 0.6598
23514.png            | 0.4478 | 2.23 | 33.15 | 0.9085
23515.png            | 0.4603 | 2.17 | 30.14 | 0.8048
23524.png            | 0.4546 | 2.20 | 16.67 | 0.8475
23542.png            | 0.4506 | 2.22 | 15.10 | 0.7003
23555.png            | 0.4567 | 2.19 | 24.85 | 0.3664
2358.png             | 0.4579 | 2.18 | 18.27 | 0.5994
23588.png            | 0.4474 | 2.24 | 26.99 | 0.8592
23604.png            | 0.4451 | 2.25 | 19.05 | 0.8630
23608.png            | 0.4466 | 2.24 | 23.02 | 0.8682
23625.png            | 0.4475 | 2.23 | 23.55 | 0.8414
23636.png            | 0.4607 | 2.17 | 18.54 | 0.7126
23648.png            | 0.4393 | 2.28 | 24.48 | 0.8240
23649.png            | 0.4367 | 2.29 | 18.52 | 0.5735
2365.png             | 0.4444 | 2.25 | 27.34 | 0.7960
23665.png            | 0.4370 | 2.29 | 17.68 | 0.6858
23671.png            | 0.4411 | 2.27 | 20.45 | 0.8874
23679.png            | 0.4397 | 2.27 | 29.90 | 0.7007
2368.png             | 0.4344 | 2.30 | 16.57 | 0.7734
23681.png            | 0.4351 | 2.30 | 21.13 | 0.6751
237.png              | 0.4385 | 2.28 | 21.55 | 0.5984
23732.png            | 0.4447 | 2.25 | 17.41 | 0.6549
23738.png            | 0.4446 | 2.25 | 23.43 | 0.8841
23740.png            | 0.4369 | 2.29 | 17.50 | 0.6057
23742.png            | 0.4351 | 2.30 | 19.55 | 0.7054
23743.png            | 0.4341 | 2.30 | 21.16 | 0.6671
23744.png            | 0.4450 | 2.25 | 15.26 | 0.5199
23746.png            | 0.4399 | 2.27 | 18.27 | 0.6319
23749.png            | 0.4403 | 2.27 | 14.22 | 0.6152
23751.png            | 0.4385 | 2.28 | 19.39 | 0.6261
23766.png            | 0.4462 | 2.24 | 12.23 | 0.5902
23769.png            | 0.4348 | 2.30 | 19.61 | 0.9039
23773.png            | 0.4361 | 2.29 | 12.34 | 0.6995
23776.png            | 0.4404 | 2.27 | 18.53 | 0.9140
23788.png            | 0.4378 | 2.28 | 22.40 | 0.7530
23797.png            | 0.4397 | 2.27 | 21.99 | 0.7059
23820.png            | 0.4381 | 2.28 | 20.20 | 0.6429
23824.png            | 0.4416 | 2.26 | 20.69 | 0.7222
23828.png            | 0.4419 | 2.26 | 24.27 | 0.6925
23843.png            | 0.4429 | 2.26 | 12.19 | 0.5269
23850.png            | 0.4409 | 2.27 | 18.66 | 0.5479
23864.png            | 0.4487 | 2.23 | 18.28 | 0.8368
2387.png             | 0.4373 | 2.29 | 22.03 | 0.9633
23875.png            | 0.4433 | 2.26 | 19.05 | 0.7661
23879.png            | 0.4449 | 2.25 | 18.34 | 0.7864
23906.png            | 0.4346 | 2.30 | 23.88 | 0.8260
23914.png            | 0.4426 | 2.26 | 17.95 | 0.6905
23915.png            | 0.4347 | 2.30 | 23.23 | 0.7670
23923.png            | 0.4361 | 2.29 | 14.37 | 0.9485
23933.png            | 0.4455 | 2.24 | 16.98 | 0.5741
23937.png            | 0.4356 | 2.30 | 20.97 | 0.7944
23940.png            | 0.4371 | 2.29 | 26.83 | 0.9176
23947.png            | 0.4410 | 2.27 | 18.83 | 0.7046
23953.png            | 0.4477 | 2.23 | 16.90 | 0.5773
23954.png            | 0.4399 | 2.27 | 19.55 | 0.5985
2398.png             | 0.4526 | 2.21 | 15.93 | 0.5927
23999.png            | 0.4433 | 2.26 | 14.85 | 0.9539
24011.png            | 0.4332 | 2.31 | 24.85 | 0.7981
24012.png            | 0.4286 | 2.33 | 28.01 | 0.6635
24016.png            | 0.4438 | 2.25 | 18.30 | 0.7089
24039.png            | 0.4392 | 2.28 | 25.48 | 0.8659
24046.png            | 0.4366 | 2.29 | 26.31 | 0.8855
24077.png            | 0.4378 | 2.28 | 24.00 | 0.5775
24094.png            | 0.4425 | 2.26 | 28.81 | 0.9016
24102.png            | 0.4405 | 2.27 | 18.54 | 0.7357
24110.png            | 0.4396 | 2.27 | 20.87 | 0.7476
2412.png             | 0.4305 | 2.32 | 19.80 | 0.6248
24145.png            | 0.4476 | 2.23 | 19.14 | 0.7386
242.png              | 0.4410 | 2.27 | 18.22 | 0.6957
2420.png             | 0.4303 | 2.32 | 14.82 | 0.9378
2431.png             | 0.4331 | 2.31 | 23.06 | 0.8964
2439.png             | 0.4395 | 2.28 | 22.84 | 0.8625
2440.png             | 0.4412 | 2.27 | 22.63 | 0.8972
2447.png             | 0.4407 | 2.27 | 16.51 | 0.6709
2448.png             | 0.4433 | 2.26 | 17.82 | 0.7354
245.png              | 0.4378 | 2.28 | 25.25 | 0.8125
2450.png             | 0.4336 | 2.31 | 18.11 | 0.8082
2456.png             | 0.4465 | 2.24 | 17.78 | 0.7676
2457.png             | 0.4429 | 2.26 | 18.10 | 0.7726
246.png              | 0.4409 | 2.27 | 27.99 | 0.8598
2463.png             | 0.4406 | 2.27 | 16.46 | 0.8706
2480.png             | 0.4432 | 2.26 | 15.20 | 0.7768
2489.png             | 0.4382 | 2.28 | 18.47 | 0.6899
2494.png             | 0.4345 | 2.30 | 22.79 | 0.6479
25.png               | 0.4412 | 2.27 | 19.44 | 0.7278
2514.png             | 0.4324 | 2.31 | 20.88 | 0.9759
2524.png             | 0.4471 | 2.24 | 20.26 | 0.5287
2529.png             | 0.4369 | 2.29 | 20.56 | 0.8515
2539.png             | 0.4427 | 2.26 | 27.56 | 0.6506
2552.png             | 0.4391 | 2.28 | 22.39 | 0.6773
2562.png             | 0.4430 | 2.26 | 23.70 | 0.5702
2587.png             | 0.4397 | 2.27 | 22.83 | 0.6217
2595.png             | 0.4540 | 2.20 | 20.90 | 0.7192
2602.png             | 0.4417 | 2.26 | 17.77 | 0.9712
261.png              | 0.4483 | 2.23 | 24.13 | 0.8678
2610.png             | 0.4408 | 2.27 | 17.89 | 0.5289
2627.png             | 0.4455 | 2.24 | 19.54 | 0.6333
2635.png             | 0.4398 | 2.27 | 19.39 | 0.9700
2644.png             | 0.4366 | 2.29 | 17.43 | 0.7170
2656.png             | 0.4376 | 2.29 | 18.15 | 0.7354
2669.png             | 0.4417 | 2.26 | 19.13 | 0.8158
2670.png             | 0.4452 | 2.25 | 20.90 | 0.8374
2682.png             | 0.4346 | 2.30 | 20.85 | 0.8226
2705.png             | 0.4424 | 2.26 | 23.64 | 0.6498
2707.png             | 0.4362 | 2.29 | 24.64 | 0.6991
272.png              | 0.4392 | 2.28 | 17.08 | 0.7693
2725.png             | 0.4403 | 2.27 | 17.43 | 0.6473
2733.png             | 0.4394 | 2.28 | 18.43 | 0.9238
274.png              | 0.4380 | 2.28 | 15.21 | 0.6754
2740.png             | 0.4352 | 2.30 | 22.19 | 0.7627
2750.png             | 0.4334 | 2.31 | 20.80 | 0.8967
2753.png             | 0.4382 | 2.28 | 21.42 | 0.7769
2757.png             | 0.4406 | 2.27 | 24.16 | 0.8491
2760.png             | 0.4357 | 2.30 | 19.64 | 0.7570
2793.png             | 0.4324 | 2.31 | 30.86 | 0.8331
2800.png             | 0.4360 | 2.29 | 31.69 | 0.8522
2809.png             | 0.4397 | 2.27 | 28.92 | 0.8616
2828.png             | 0.4287 | 2.33 | 22.70 | 0.8523
283.png              | 0.4450 | 2.25 | 15.74 | 0.7372
2834.png             | 0.4420 | 2.26 | 24.15 | 0.8456
2845.png             | 0.4324 | 2.31 | 17.46 | 0.9534
2848.png             | 0.4364 | 2.29 | 15.76 | 0.8176
2850.png             | 0.4410 | 2.27 | 15.05 | 0.9334
2856.png             | 0.4443 | 2.25 | 14.00 | 0.7928
2864.png             | 0.4395 | 2.28 | 15.66 | 0.8729
2865.png             | 0.4489 | 2.23 | 15.20 | 0.9401
2873.png             | 0.4442 | 2.25 | 17.06 | 0.7029
2874.png             | 0.4475 | 2.23 | 18.93 | 0.7649
2875.png             | 0.4296 | 2.33 | 18.61 | 0.8649
2893.png             | 0.4466 | 2.24 | 16.16 | 0.7798
2894.png             | 0.4469 | 2.24 | 17.28 | 0.8000
2899.png             | 0.4402 | 2.27 | 19.82 | 0.9720
2900.png             | 0.4424 | 2.26 | 20.12 | 0.9720
2903.png             | 0.4461 | 2.24 | 24.13 | 0.9264
291.png              | 0.4429 | 2.26 | 19.26 | 0.7545
2911.png             | 0.4507 | 2.22 | 24.63 | 0.7544
2914.png             | 0.4521 | 2.21 | 21.04 | 0.7952
2920.png             | 0.4465 | 2.24 | 23.79 | 0.8113
2926.png             | 0.4401 | 2.27 | 23.26 | 0.7660
2931.png             | 0.4445 | 2.25 | 23.61 | 0.8081
2932.png             | 0.4450 | 2.25 | 24.00 | 0.7624
2961.png             | 0.4444 | 2.25 | 15.82 | 0.7911
3006.png             | 0.4290 | 2.33 | 18.53 | 0.8788
3007.png             | 0.4402 | 2.27 | 17.39 | 0.8360
303.png              | 0.4362 | 2.29 | 19.61 | 0.9663
3038.png             | 0.4382 | 2.28 | 22.72 | 0.7517
305.png              | 0.4343 | 2.30 | 19.94 | 0.9709
3082.png             | 0.4490 | 2.23 | 24.57 | 0.6910
3099.png             | 0.4391 | 2.28 | 19.33 | 0.7263
3107.png             | 0.4374 | 2.29 | 21.27 | 0.6447
3121.png             | 0.4368 | 2.29 | 18.16 | 0.9613
3137.png             | 0.4356 | 2.30 | 24.63 | 0.7958
3148.png             | 0.4361 | 2.29 | 19.73 | 0.7860
3158.png             | 0.4624 | 2.16 | 27.62 | 0.8304
3170.png             | 0.4509 | 2.22 | 17.70 | 0.8564
3176.png             | 0.4508 | 2.22 | 23.67 | 0.8616
3177.png             | 0.4548 | 2.20 | 16.52 | 0.7677
3180.png             | 0.4536 | 2.20 | 25.72 | 0.7770
3188.png             | 0.4549 | 2.20 | 18.61 | 0.9599
3203.png             | 0.4605 | 2.17 | 22.36 | 0.6723
3208.png             | 0.4568 | 2.19 | 20.06 | 0.6567
3221.png             | 0.4546 | 2.20 | 28.20 | 0.9361
3227.png             | 0.4527 | 2.21 | 20.58 | 0.8382
3236.png             | 0.4471 | 2.24 | 22.16 | 0.6597
3240.png             | 0.4606 | 2.17 | 19.44 | 0.6034
3241.png             | 0.4620 | 2.16 | 19.64 | 0.5820
3244.png             | 0.4817 | 2.08 | 18.27 | 0.7557
3264.png             | 0.4812 | 2.08 | 18.66 | 0.6153
3268.png             | 0.4751 | 2.10 | 19.71 | 0.7477
3273.png             | 0.4489 | 2.23 | 21.70 | 0.8410
3276.png             | 0.4525 | 2.21 | 21.61 | 0.8625
3277.png             | 0.4443 | 2.25 | 24.52 | 0.8573
3278.png             | 0.4459 | 2.24 | 22.88 | 0.7419
3279.png             | 0.4461 | 2.24 | 23.21 | 0.8385
3285.png             | 0.4523 | 2.21 | 23.06 | 0.8667
3288.png             | 0.4515 | 2.21 | 22.99 | 0.8369
3290.png             | 0.4451 | 2.25 | 21.86 | 0.7960
3296.png             | 0.4415 | 2.27 | 26.81 | 0.8233
33.png               | 0.4455 | 2.24 | 18.18 | 0.7246
3301.png             | 0.4506 | 2.22 | 21.32 | 0.6504
3306.png             | 0.4526 | 2.21 | 19.74 | 0.6386
3315.png             | 0.4498 | 2.22 | 21.26 | 0.6280
3323.png             | 0.4470 | 2.24 | 24.82 | 0.8777
3333.png             | 0.4491 | 2.23 | 23.84 | 0.7640
3343.png             | 0.4523 | 2.21 | 20.58 | 0.4793
3344.png             | 0.4489 | 2.23 | 21.40 | 0.5404
3348.png             | 0.4565 | 2.19 | 18.71 | 0.7659
336.png              | 0.4496 | 2.22 | 19.87 | 0.8706
3374.png             | 0.4453 | 2.25 | 18.69 | 0.9591
3379.png             | 0.4507 | 2.22 | 19.06 | 0.8933
3388.png             | 0.4511 | 2.22 | 22.01 | 0.9729
3404.png             | 0.4536 | 2.20 | 28.01 | 0.8457
3414.png             | 0.4513 | 2.22 | 24.82 | 0.8141
3417.png             | 0.4509 | 2.22 | 19.44 | 0.7530
3428.png             | 0.4463 | 2.24 | 17.51 | 0.8381
3435.png             | 0.4477 | 2.23 | 15.72 | 0.6633
3451.png             | 0.4570 | 2.19 | 18.68 | 0.6788
3482.png             | 0.4561 | 2.19 | 21.83 | 0.8148
3487.png             | 0.4522 | 2.21 | 22.34 | 0.6580
3489.png             | 0.4490 | 2.23 | 20.87 | 0.7861
3497.png             | 0.4418 | 2.26 | 18.91 | 0.8116
3500.png             | 0.4586 | 2.18 | 21.77 | 0.6586
3506.png             | 0.4508 | 2.22 | 19.65 | 0.5409
3521.png             | 0.4564 | 2.19 | 21.57 | 0.8460
3524.png             | 0.4513 | 2.22 | 25.27 | 0.9315
3537.png             | 0.4497 | 2.22 | 15.56 | 0.6874
3541.png             | 0.4555 | 2.20 | 21.79 | 0.7004
3569.png             | 0.4453 | 2.25 | 21.49 | 0.6940
3575.png             | 0.4570 | 2.19 | 18.15 | 0.5747
3583.png             | 0.4469 | 2.24 | 15.41 | 0.7695
3599.png             | 0.4575 | 2.19 | 23.76 | 0.7764
361.png              | 0.4501 | 2.22 | 23.05 | 0.6109
3615.png             | 0.4574 | 2.19 | 22.58 | 0.8606
3629.png             | 0.4495 | 2.22 | 22.17 | 0.7806
3646.png             | 0.4508 | 2.22 | 24.49 | 0.8477
3647.png             | 0.4599 | 2.17 | 18.95 | 0.7082
3657.png             | 0.4402 | 2.27 | 16.08 | 0.5959
366.png              | 0.4638 | 2.16 | 22.17 | 0.8360
3660.png             | 0.4550 | 2.20 | 17.92 | 0.6193
3694.png             | 0.4552 | 2.20 | 24.98 | 0.8844
3706.png             | 0.4530 | 2.21 | 23.80 | 0.9685
3716.png             | 0.4539 | 2.20 | 14.08 | 0.6366
3720.png             | 0.4489 | 2.23 | 20.65 | 0.7221
3739.png             | 0.4544 | 2.20 | 21.05 | 0.5776
3751.png             | 0.4510 | 2.22 | 15.71 | 0.7308
3756.png             | 0.4517 | 2.21 | 15.90 | 0.6733
3757.png             | 0.4430 | 2.26 | 19.35 | 0.6762
3785.png             | 0.4497 | 2.22 | 16.91 | 0.7100
3822.png             | 0.4476 | 2.23 | 23.49 | 0.7482
3828.png             | 0.4548 | 2.20 | 20.00 | 0.7021
3846.png             | 0.4500 | 2.22 | 17.48 | 0.7655
3848.png             | 0.4542 | 2.20 | 16.82 | 0.5614
3877.png             | 0.4490 | 2.23 | 25.15 | 0.7876
3891.png             | 0.4535 | 2.21 | 23.33 | 0.7653
3892.png             | 0.4505 | 2.22 | 20.86 | 0.7822
391.png              | 0.4496 | 2.22 | 26.03 | 0.9149
3911.png             | 0.4574 | 2.19 | 14.86 | 0.5303
3914.png             | 0.4592 | 2.18 | 14.84 | 0.5535
3919.png             | 0.4677 | 2.14 | 16.23 | 0.5636
393.png              | 0.4604 | 2.17 | 25.75 | 0.9124
3933.png             | 0.4498 | 2.22 | 16.34 | 0.9356
3937.png             | 0.4497 | 2.22 | 18.73 | 0.9722
3943.png             | 0.4549 | 2.20 | 19.40 | 0.7623
3952.png             | 0.4510 | 2.22 | 23.58 | 0.6922
3962.png             | 0.4502 | 2.22 | 21.68 | 0.7706
3963.png             | 0.4591 | 2.18 | 17.85 | 0.8559
